Salary_in_office,Annual Commute Cost,City,Role,Remote Work Expenses,remote_vs_office_cost_ratio,Total Remote salary,Total In-office salary,State,Job_Type,Salary_remote,Avg internet monthly payment,Unnamed: 0,Cost of Living Index,Avg.OfficeRent_per_sqft,Office Rent,Electricity Price (cents per kWh),In-Office Expenses
56500.0,5392.82,Las Vegas,Accountant,2577.0,0.4164829543099879,48439.808,116306.82,Nevada,Private,45862.808,80.83,573,100.7,30.23,54414.0,14.88,59806.82
235000.0,12650.66,San Francisco,Accountant,4269.360000000001,0.2380656457736819,85610.94399999999,359610.66000000003,California,Private,81341.58399999999,80.83,574,178.6,62.2,111960.0,30.55,124610.66
5000.0,5151.54,,Accountant,2624.52,0.7402819336101786,44092.332,59561.54,Texas,Private,41467.812,80.83,575,91.05,27.45,49410.0,15.32,54561.54
27500.0,7036.89,Fountain Valley,Accountant,4269.360000000001,0.5749292630134148,61540.94,107040.89,California,Private,57271.58,80.83,576,125.75,40.28,72504.0,30.55,79540.89
103000.0,4996.3,Vancouver,Accountant,2247.6000000000004,0.3243390380787783,50988.7888,157208.3,Washington,Private,48741.1888,80.83,577,107.02,27.34,49212.0,11.83,54208.3
62500.0,5088.14,Nashville,Accountant,2378.28,0.3918423175244702,47967.82399999999,122416.14,Tennessee,Private,45589.544,80.83,578,100.1,30.46,54828.0,13.04,59916.14
55000.0,5740.88,Broomfield,Accountant,2607.24,0.4432788336061392,51931.392,117152.88,Colorado,Private,49324.152,80.83,579,108.3,31.34,56412.0,15.16,62152.88
64500.0,4562.82,Columbus,Accountant,2695.8,0.4234233257537105,45461.61600000001,107366.82,Ohio,Private,42765.816000000006,80.83,580,93.9,21.28,38304.0,15.98,42866.82
120000.0,10831.74,New York,Accountant,3601.92,0.323668291956473,61898.24,191239.74,New York,Private,58296.32,80.83,581,128.0,33.56,60408.0,24.37,71239.74
27675.0,3519.92,Rochester,Accountant,3601.92,0.6813363848167133,47597.42399999999,69858.92,New York,Private,43995.50399999999,80.83,582,96.6,21.48,38664.0,24.37,42183.92
49840.0,4886.84,Orlando,Accountant,2532.6,0.4736026188901217,48714.21600000001,102858.84,Florida,Private,46181.61600000001,83.25,583,101.4,26.74,48131.99999999999,14.2,53018.84
28845.0,7036.89,Carlsbad,Accountant,4269.360000000001,0.611132147214858,61540.94,100699.89,California,Private,57271.58,80.83,584,125.75,36.01,64818.0,30.55,71854.89
180000.0,12650.66,San Francisco,Accountant,4269.360000000001,0.2810503874027257,85610.94399999999,304610.66000000003,California,Private,81341.58399999999,80.83,585,178.6,62.2,111960.0,30.55,124610.66
100000.0,4143.37,Highland,Accountant,2018.28,0.3195909263022705,47544.0624,148765.37,Utah,Private,45525.7824,69.01,586,99.96,24.79,44622.0,11.02,48765.37
54000.0,6758.4,Syracuse,Accountant,3601.92,0.3871887255872915,46914.264,121166.4,New York,Private,43312.344,80.83,587,95.1,33.56,60408.0,24.37,67166.4
69500.0,4021.31,Prattville,Accountant,2499.48,0.3901670942787286,43202.1528,110727.31,Alabama,Private,40702.6728,74.1,588,89.37,20.67,37206.00000000001,14.91,41227.310000000005
56500.0,3880.78,Pontiac,Accountant,2958.24,0.443464701398206,43874.9696,98936.78,Michigan,Private,40916.7296,80.83,589,89.84,21.42,38556.00000000001,18.41,42436.780000000006
64000.0,6024.26,,Accountant,2912.76,0.3742554211679491,45473.628,121504.26,Pennsylvania,Private,42560.868,84.33,590,93.45,28.6,51480.0,17.6,57504.26
76000.0,4479.79,Clarksville,Accountant,2378.28,0.3306066918167752,42775.808000000005,129385.79,Tennessee,Private,40397.528000000006,80.83,591,88.7,27.17,48906.00000000001,13.04,53385.79000000001
110500.0,6758.4,Tarrytown,Accountant,3601.92,0.2741700390738825,47797.8176,174336.4,New York,Private,44195.8976,80.83,592,97.04,31.71,57078.0,24.37,63836.4
22500.0,12048.32,Fremont,Accountant,4269.360000000001,0.6427364991887063,61540.94,95748.32,California,Private,57271.58,80.83,593,125.75,34.0,61200.0,30.55,73248.32
140000.0,7036.89,Torrance,Accountant,4269.360000000001,0.289012946633593,61540.94,212934.89,California,Private,57271.58,80.83,594,125.75,36.61,65898.0,30.55,72934.89
85000.0,7036.89,Upland,Accountant,4269.360000000001,0.4490240370117403,61540.94,137054.89,California,Private,57271.58,80.83,595,125.75,25.01,45018.00000000001,30.55,52054.89000000001
77500.0,6001.22,Hanover,Accountant,2865.48,0.3745548890788733,48919.57280000001,130607.22,Maryland,Private,46054.092800000006,75.44,596,101.12,26.17,47106.00000000001,18.15,53107.22000000001
144000.0,5285.46,Norcross,Accountant,2426.88,0.2418113570881951,44281.816,183125.46,Georgia,Private,41854.936,80.83,597,91.9,18.8,33840.0,13.49,39125.46
30000.0,7036.89,Pacoima,Accountant,4269.360000000001,0.5618079239633711,61540.94,109540.89,California,Private,57271.58,80.83,598,125.75,40.28,72504.0,30.55,79540.89
174000.0,5740.88,Centennial,Accountant,2607.24,0.2326186686237227,51931.392,223246.88,Colorado,Private,49324.152,80.83,599,108.3,24.17,43506.00000000001,15.16,49246.880000000005
50000.0,3561.39,Tulsa,Accountant,2219.4,0.5107318092873336,41706.048,81659.39,Oklahoma,Private,39486.648,81.27,600,86.7,15.61,28098.0,11.52,31659.39
24000.0,7036.89,Yuba City,Accountant,4269.360000000001,0.5193666772615148,53775.688,103540.89,California,Private,49506.328,80.83,601,108.7,40.28,72504.0,30.55,79540.89
110000.0,5740.88,Littleton,Accountant,2607.24,0.3276617052034792,51931.392,158490.88,Colorado,Private,49324.152,80.83,602,108.3,23.75,42750.0,15.16,48490.88
252500.0,8059.16,Woodcliff Lake,Accountant,3098.4,0.1584803036401887,50190.89600000001,316701.16000000003,New Jersey,Private,47092.49600000001,82.79,603,103.4,31.19,56142.0,19.49,64201.16
65000.0,7073.12,Washington,Accountant,3159.0321456953643,0.3471891414863836,57857.376145695365,166645.12,District of Columbia,Private,54698.344,80.83,604,120.1,52.54,94572.0,20.26918653421633,101645.12
85000.0,10831.74,New York,Accountant,3601.92,0.3961747504188115,61898.24,156239.74,New York,Private,58296.32,80.83,605,128.0,33.56,60408.0,24.37,71239.74
67500.0,6758.4,Albany,Accountant,3601.92,0.4501151469899273,49191.46399999999,109286.4,New York,Private,45589.544,80.83,606,100.1,19.46,35028.0,24.37,41786.4
59000.0,5963.45,Escondido,Accountant,4269.360000000001,0.4476764499523341,61540.94,137467.45,California,Private,57271.58,80.83,607,125.75,40.28,72504.0,30.55,78467.45
130000.0,4174.42,Buffalo,Accountant,3601.92,0.2839439695146298,47916.232,168752.41999999998,New York,Private,44314.312000000005,80.83,608,97.3,19.21,34578.0,24.37,38752.42
85000.0,6758.4,Poughkeepsie,Accountant,3601.92,0.3141154525572006,47797.8176,152166.4,New York,Private,44195.8976,80.83,609,97.04,33.56,60408.0,24.37,67166.4
160000.0,6740.21,Denver,Accountant,2607.24,0.230953369915181,53662.06399999999,232350.21,Colorado,Private,51054.82399999999,80.83,610,112.1,36.45,65610.0,15.16,72350.21
61000.0,7073.12,South Burlington,Accountant,3400.6800000000003,0.4149572120263465,55480.24399999999,133701.12,Vermont,Private,52079.56399999999,82.78,611,114.35,36.46,65628.0,22.29,72701.12
90000.0,4977.02,Palm Beach Gardens,Accountant,2532.6,0.2815859466946864,48650.4544,172773.02000000002,Florida,Private,46117.8544,83.25,612,101.26,43.22,77796.0,14.2,82773.02
107500.0,6365.46,Austin,Accountant,2624.52,0.270587393018296,51174.42399999999,189123.46,Texas,Private,48549.904,80.83,613,106.6,41.81,75258.0,15.32,81623.46
140000.0,5694.89,Minneapolis,Accountant,2341.32,0.2501464442495509,50344.696,201260.89,Minnesota,Private,48003.376,68.66,614,105.4,30.87,55566.0,14.05,61260.89
5000.0,10831.74,New York,Accountant,3601.92,0.8118894424351394,61898.24,76239.74,New York,Private,58296.32,80.83,615,128.0,33.56,60408.0,24.37,71239.74
162500.0,7036.89,Gardena,Accountant,4269.360000000001,0.2542584436869324,61540.94,242040.89,California,Private,57271.58,80.83,616,125.75,40.28,72504.0,30.55,79540.89
53500.0,5151.54,Edinburg,Accountant,2624.52,0.4080298318902358,44092.332,108061.54,Texas,Private,41467.812,80.83,617,91.05,27.45,49410.0,15.32,54561.54
76500.0,5590.44,Glen Allen,Accountant,2602.08,0.3723208558866137,45736.80239999999,122842.44,Virginia,Private,43134.72239999999,86.7,618,94.71,22.64,40752.0,14.46,46342.44
32500.0,9010.54,Irvine,Accountant,4269.360000000001,0.5922150602781809,61540.94,103916.54,California,Private,57271.58,80.83,619,125.75,34.67,62406.0,30.55,71416.54000000001
6000.0,8394.62,San Jose,Accountant,4269.360000000001,0.8570806434716499,83288.2,97176.62,California,Private,79018.84,80.83,620,173.5,45.99,82782.0,30.55,91176.62
53000.0,6024.26,Johnstown,Accountant,2912.76,0.3873995807944417,42809.304,110504.26,Pennsylvania,Private,39896.544,84.33,621,87.6,28.6,51480.0,17.6,57504.26
56500.0,7073.12,Great Falls,Accountant,2762.4,0.3425123868895254,44252.984,129201.12,Montana,Private,41490.584,123.37,622,91.1,36.46,65628.0,11.87,72701.12
107500.0,7036.89,San Luis Obispo,Accountant,4269.360000000001,0.3542259876971286,66254.74399999999,187040.89,California,Private,61985.38399999999,80.83,623,136.1,40.28,72504.0,30.55,79540.89
3000.0,5151.54,Prairie View,Accountant,2624.52,0.7660033418146908,44092.332,57561.54,Texas,Private,41467.812,80.83,624,91.05,27.45,49410.0,15.32,54561.54
81500.0,7073.12,Christiansted,Accountant,3159.0321456953643,0.3567475783943422,55010.876145695365,154201.12,Virgin Islands,Private,51851.844,80.83,625,113.85,36.46,65628.0,20.26918653421633,72701.12
72000.0,4351.75,Chubbuck,Accountant,1963.32,0.3836462982485539,45216.4568,117859.75,Idaho,Private,43253.1368,64.88,626,94.97,23.06,41508.0,10.97,45859.75
85000.0,7073.12,Campton,Accountant,3520.92,0.3748985714644372,52562.6992,140205.12,New Hampshire,Private,49041.7792,80.83,627,107.68,26.74,48131.99999999999,23.62,55205.12
145000.0,6758.4,Corona,Accountant,3601.92,0.225284576634189,47797.8176,212166.4,New York,Private,44195.8976,80.83,628,97.04,33.56,60408.0,24.37,67166.4
66500.0,3567.98,Knoxville,Accountant,2378.28,0.3967518888562384,44096.584,111143.98,Tennessee,Private,41718.304,80.83,629,91.6,22.82,41076.0,13.04,44643.98
90000.0,4872.75,Pawtucket,Accountant,3703.44,0.3598603585415743,54143.420000000006,150456.75,Rhode Island,Private,50439.98,80.83,630,110.75,30.88,55584.0,25.31,60456.75
4500.0,7036.89,Yolo,Accountant,4269.360000000001,0.7322737776813169,61540.94,84040.89,California,Private,57271.58,80.83,631,125.75,40.28,72504.0,30.55,79540.89
13000.0,7073.12,San Juan,Accountant,3159.0321456953643,0.6418921496673016,55010.876145695365,85701.12,Puerto Rico,Private,51851.844,80.83,632,113.85,36.46,65628.0,20.26918653421633,72701.12
77000.0,4977.02,West Palm Beach,Accountant,2532.6,0.329197468051904,48650.4544,147785.02000000002,Florida,Private,46117.8544,83.25,633,101.26,36.56,65808.0,14.2,70785.02
4500.0,4666.31,Albuquerque,Accountant,2361.6,0.9843477778015268,44671.976,45382.31,New Mexico,Private,42310.376,68.46,634,92.9,20.12,36216.0,14.26,40882.31
18000.0,8059.16,Eatontown,Accountant,3098.4,0.6105862253038765,50190.89600000001,82201.16,New Jersey,Private,47092.49600000001,82.79,635,103.4,31.19,56142.0,19.49,64201.16
85000.0,6210.03,San Diego,Accountant,4269.360000000001,0.3991828287345122,66300.288,166090.03,California,Private,62030.928,80.83,636,136.2,41.6,74880.0,30.55,81090.03
31500.0,4333.44,Eau Claire,Accountant,2731.44,0.6046039171737969,44540.832,73669.44,Wisconsin,Private,41809.392,80.83,637,91.8,21.02,37836.0,16.31,42169.44
68500.0,5245.46,Houston,Accountant,2624.52,0.3564669509729622,46255.672,129761.46,Texas,Private,43631.152,80.83,638,95.8,31.12,56016.0,15.32,61261.46
19000.0,3880.78,Farmington Hills,Accountant,2958.24,0.7026202926809895,43874.9696,62444.78,Michigan,Private,40916.7296,80.83,639,89.84,21.98,39564.0,18.41,43444.78
53500.0,5245.46,Houston,Accountant,2624.52,0.4030592848853613,46255.672,114761.46,Texas,Private,43631.152,80.83,640,95.8,31.12,56016.0,15.32,61261.46
109000.0,6062.35,Dartmouth,Accountant,4494.96,0.2803946413607442,56665.612,202092.35,Massachusetts,Private,52170.652,93.6,641,114.55,48.35,87030.0,31.22,93092.35
4000.0,4979.85,Leland,Accountant,2426.88,0.7572137975167618,44254.48959999999,58443.85,North Carolina,Private,41827.6096,80.83,642,91.84,27.48,49464.0,13.49,54443.85
105000.0,6758.4,Ithaca,Accountant,3601.92,0.2899530221924835,49920.168,172166.4,New York,Private,46318.248,80.83,643,101.7,33.56,60408.0,24.37,67166.4
22320.0,4666.31,Albuquerque,Accountant,2361.6,0.7068092289664729,44671.976,63202.31,New Mexico,Private,42310.376,68.46,644,92.9,20.12,36216.0,14.26,40882.31
95500.0,4096.03,Crossville,Accountant,2378.28,0.2932316925229911,43545.5016,148502.03,Tennessee,Private,41167.2216,80.83,645,90.39,27.17,48906.00000000001,13.04,53002.030000000006
95000.0,4979.85,Hendersonville,Accountant,2426.88,0.2961278741145921,44254.48959999999,149443.85,North Carolina,Private,41827.6096,80.83,646,91.84,27.48,49464.0,13.49,54443.85
63500.0,7036.89,Redding,Accountant,4269.360000000001,0.3759462626386063,53775.688,143040.89,California,Private,49506.328,80.83,647,108.7,40.28,72504.0,30.55,79540.89
43000.0,5151.54,Granbury,Accountant,2624.52,0.4519437885051834,44092.332,97561.54,Texas,Private,41467.812,80.83,648,91.05,27.45,49410.0,15.32,54561.54
137500.0,4872.75,Providence,Accountant,3703.44,0.275236888865876,54485.0,197956.75,Rhode Island,Private,50781.56,80.83,649,111.5,30.88,55584.0,25.31,60456.75
28000.0,8059.16,Ewing,Accountant,3098.4,0.5443629559541334,50190.89600000001,92201.16,New Jersey,Private,47092.49600000001,82.79,650,103.4,31.19,56142.0,19.49,64201.16
90000.0,4872.75,Pawtucket,Accountant,3703.44,0.3598603585415743,54143.420000000006,150456.75,Rhode Island,Private,50439.98,80.83,651,110.75,30.88,55584.0,25.31,60456.75
90000.0,10831.74,New York,Accountant,3601.92,0.3838894803477108,61898.24,161239.74,New York,Private,58296.32,80.83,652,128.0,33.56,60408.0,24.37,71239.74
87500.0,6758.4,Tarrytown,Accountant,3601.92,0.315838209445976,47797.8176,151336.4,New York,Private,44195.8976,80.83,653,97.04,31.71,57078.0,24.37,63836.4
65500.0,3640.73,Ankeny,Accountant,2252.76,0.3896179200467336,43005.531200000005,110378.73,Iowa,Private,40752.7712,75.86,654,89.48,22.91,41238.0,12.43,44878.73
74000.0,6758.4,Albany,Accountant,3601.92,0.4248466486564916,49191.46399999999,115786.4,New York,Private,45589.544,80.83,655,100.1,19.46,35028.0,24.37,41786.4
71500.0,3896.09,Tucson,Accountant,2545.68,0.4251127775655625,47042.168,110658.09,Arizona,Private,44496.488,75.34,656,97.7,19.59,35262.0,15.2,39158.09
156500.0,7073.12,Washington,Accountant,3159.0321456953643,0.2241273286347437,57857.376145695365,258145.12,District of Columbia,Private,54698.344,80.83,657,120.1,52.54,94572.0,20.26918653421633,101645.12
29615.000000000004,4261.13,Eugene,Accountant,2392.2,0.7575488455486781,51761.896,68328.13,Oregon,Private,49369.696,72.27,658,108.4,19.14,34452.0,14.12,38713.13
145000.0,7041.83,Warrenville,Accountant,2696.88,0.2237268026717634,42802.9264,191317.83,Illinois,Private,40106.0464,80.83,659,88.06,21.82,39276.0,15.99,46317.83
26000.0,7073.12,San Juan,Accountant,3159.0321456953643,0.557348043727319,55010.876145695365,98701.12,Puerto Rico,Private,51851.844,80.83,660,113.85,36.46,65628.0,20.26918653421633,72701.12
30370.0,5740.88,Littleton,Accountant,2607.24,0.6585190527927154,51931.392,78860.88,Colorado,Private,49324.152,80.83,661,108.3,23.75,42750.0,15.16,48490.88
88500.0,7073.12,Hurricane,Accountant,2601.12,0.2543643666991892,41003.8208,161201.12,West Virginia,Private,38402.7008,86.17,662,84.32,36.46,65628.0,14.51,72701.12
115000.0,7289.35,Atlanta,Accountant,2426.88,0.260165273792009,48107.512,184911.35,Georgia,Private,45680.632000000005,80.83,663,100.3,34.79,62622.0,13.49,69911.35
60000.0,4541.57,Miami,Accountant,2532.6,0.3441436503323379,52676.544,153065.57,Florida,Private,50143.944,83.25,664,110.1,49.18,88524.0,14.2,93065.57
125000.0,4845.27,Anchorage,Accountant,3661.8,0.2766567930234144,54079.008,195473.27,Alaska,Private,50417.208,103.73,665,110.7,36.46,65628.0,22.38,70473.27
31500.0,4666.31,Artesia,Accountant,2361.6,0.6189834437259895,43633.5728,70492.31,New Mexico,Private,41271.9728,68.46,666,90.62,19.07,34326.0,14.26,38992.31
19350.0,4094.4,Omaha,Accountant,2134.2,0.6622408973602493,44444.576,67112.40000000001,Nebraska,Private,42310.376,80.83,667,92.9,24.26,43668.00000000001,10.78,47762.40000000001
43500.0,7073.12,San Juan,Accountant,3159.0321456953643,0.4734108943674154,55010.876145695365,116201.12,Puerto Rico,Private,51851.844,80.83,668,113.85,36.46,65628.0,20.26918653421633,72701.12
60500.0,3937.23,Saint Louis,Accountant,2123.16,0.3872167162463577,42097.128800000006,108717.23,Missouri,Private,39973.9688,72.8,669,87.77,24.6,44280.0,11.57,48217.23
137500.0,7073.12,Shelton,Accountant,3910.92,0.279055472288961,53353.4864,191193.12,Connecticut,Private,49442.5664,72.47,670,108.56,25.9,46620.0,28.16,53693.12
65000.0,6740.21,Denver,Accountant,2607.24,0.3906951725810975,53662.06399999999,137350.21000000002,Colorado,Private,51054.82399999999,80.83,671,112.1,36.45,65610.0,15.16,72350.21
135000.0,6758.4,New Paltz,Accountant,3601.92,0.2364280988334362,47797.8176,202166.4,New York,Private,44195.8976,80.83,672,97.04,33.56,60408.0,24.37,67166.4
80000.0,7073.12,Hurricane,Accountant,2601.12,0.2685233795272753,41003.8208,152701.12,West Virginia,Private,38402.7008,86.17,673,84.32,36.46,65628.0,14.51,72701.12
9000.0,5912.24,Sacramento,Accountant,4269.360000000001,0.9514525655913176,59058.792,62072.24,California,Private,54789.432,80.83,674,120.3,26.2,47160.0,30.55,53072.24
45500.0,7073.12,San Juan,Accountant,3159.0321456953643,0.4654006336462409,55010.876145695365,118201.12,Puerto Rico,Private,51851.844,80.83,675,113.85,36.46,65628.0,20.26918653421633,72701.12
53500.0,6210.03,San Diego,Accountant,4269.360000000001,0.4926092073833403,66300.288,134590.03,California,Private,62030.928,80.83,676,136.2,41.6,74880.0,30.55,81090.03
70000.0,8319.68,Chicago,Accountant,2696.88,0.3453774785476734,48286.42399999999,139807.68,Illinois,Private,45589.544,80.83,677,100.1,34.16,61487.99999999999,15.99,69807.68
190000.0,4373.37,Salinas,Accountant,4269.360000000001,0.2520135446478658,67256.712,266877.37,California,Private,62987.352,80.83,678,138.3,40.28,72504.0,30.55,76877.37
95000.0,5740.88,Henderson,Accountant,2607.24,0.3546623497318215,51931.392,146424.88,Colorado,Private,49324.152,80.83,679,108.3,25.38,45684.0,15.16,51424.88
94500.0,7041.83,Loves Park,Accountant,2696.88,0.2964934249804815,42802.9264,144363.83000000002,Illinois,Private,40106.0464,80.83,680,88.06,23.79,42822.0,15.99,49863.83
55000.0,4977.02,Clearwater,Accountant,2532.6,0.4677702518589968,48650.4544,104005.02,Florida,Private,46117.8544,83.25,681,101.26,24.46,44028.0,14.2,49005.02
92500.0,4977.02,Jupiter,Accountant,2532.6,0.3165100811910712,48650.4544,153709.02000000002,Florida,Private,46117.8544,83.25,682,101.26,31.24,56232.0,14.2,61209.02
21000.0,7036.89,Cupertino,Accountant,4269.360000000001,0.421851664715444,61540.94,145882.89,California,Private,57271.58,80.83,683,125.75,65.47,117846.0,30.55,124882.89
33500.0,7036.89,Industry,Accountant,4269.360000000001,0.5444130880427428,61540.94,113040.89,California,Private,57271.58,80.83,684,125.75,40.28,72504.0,30.55,79540.89
42500.0,5360.48,Dallas,Accountant,2624.52,0.4938444885771312,47485.35999999999,96154.48,Texas,Private,44860.84,80.83,685,98.5,26.83,48293.99999999999,15.32,53654.48
65500.0,5590.44,Glen Allen,Accountant,2602.08,0.4089395975266633,45736.80239999999,111842.44,Virginia,Private,43134.72239999999,86.7,686,94.71,22.64,40752.0,14.46,46342.44
110000.0,6758.4,Rockville Centre,Accountant,3601.92,0.2697905336452059,47797.8176,177166.4,New York,Private,44195.8976,80.83,687,97.04,33.56,60408.0,24.37,67166.4
95500.0,7073.12,Washington,Accountant,3159.0321456953643,0.2934760756223403,57857.376145695365,197145.12,District of Columbia,Private,54698.344,80.83,688,120.1,52.54,94572.0,20.26918653421633,101645.12
170000.0,10831.74,New York,Accountant,3601.92,0.2565839276729447,61898.24,241239.74,New York,Private,58296.32,80.83,689,128.0,33.56,60408.0,24.37,71239.74
112500.0,6659.49,Tukwila,Accountant,2247.6000000000004,0.3065713392940298,50988.7888,166319.49,Washington,Private,48741.1888,80.83,690,107.02,26.2,47160.0,11.83,53819.49
24000.0,5185.42,North Bend,Accountant,2392.2,0.6957715790070971,50764.48239999999,72961.42,Oregon,Private,48372.2824,72.27,691,106.21,24.32,43776.0,14.12,48961.42
75000.0,4333.44,Bayfield,Accountant,2731.44,0.3784300616269908,44340.4384,117169.44,Wisconsin,Private,41608.9984,80.83,692,91.36,21.02,37836.0,16.31,42169.44
4500.0,5912.24,Sacramento,Accountant,4269.360000000001,1.0258206385577495,59058.792,57572.24,California,Private,54789.432,80.83,693,120.3,26.2,47160.0,30.55,53072.24
32470.0,10361.54,Seattle,Accountant,2247.6000000000004,0.4897286311089461,58995.42399999999,120465.54,Washington,Private,56747.82399999999,80.83,694,124.6,43.13,77634.0,11.83,87995.54000000001
51000.0,4670.34,Indianapolis,Accountant,2527.32,0.4679857578163416,43608.008,93182.34,Indiana,Private,41080.688,80.83,695,90.2,20.84,37512.0,14.42,42182.34
155000.0,4314.88,Santa Ana,Accountant,4269.360000000001,0.2913747755302712,61540.94,211208.88,California,Private,57271.58,80.83,696,125.75,28.83,51894.0,30.55,56208.88
54000.0,4977.02,Palmetto,Accountant,2532.6,0.4222799082919028,48650.4544,115209.02,Florida,Private,46117.8544,83.25,697,101.26,31.24,56232.0,14.2,61209.02
62500.0,10361.54,Seattle,Accountant,2247.6000000000004,0.3920077897325063,58995.42399999999,150495.54,Washington,Private,56747.82399999999,80.83,698,124.6,43.13,77634.0,11.83,87995.54000000001
110000.0,8319.68,Chicago,Accountant,2696.88,0.268544836349593,48286.42399999999,179807.68,Illinois,Private,45589.544,80.83,699,100.1,34.16,61487.99999999999,15.99,69807.68
110000.0,10831.74,New York,Accountant,3601.92,0.3415268638103321,61898.24,181239.74,New York,Private,58296.32,80.83,700,128.0,33.56,60408.0,24.37,71239.74
110000.0,7036.89,Placentia,Accountant,4269.360000000001,0.3779485323519677,61540.94,162828.89,California,Private,57271.58,80.83,701,125.75,25.44,45792.0,30.55,52828.89
165000.0,12650.66,San Francisco,Accountant,4269.360000000001,0.2956070194377513,85610.94399999999,289610.66000000003,California,Private,81341.58399999999,80.83,702,178.6,62.2,111960.0,30.55,124610.66
135000.0,10831.74,New York,Accountant,3601.92,0.3001276087721988,61898.24,206239.74,New York,Private,58296.32,80.83,703,128.0,33.56,60408.0,24.37,71239.74
110500.0,7036.89,Beverly Hills,Accountant,4269.360000000001,0.2562189283609246,61540.94,240188.89,California,Private,57271.58,80.83,704,125.75,68.14,122652.0,30.55,129688.89
100000.0,7041.83,Frankfort,Accountant,2696.88,0.2856121213504285,42802.9264,149863.83000000002,Illinois,Private,40106.0464,80.83,705,88.06,23.79,42822.0,15.99,49863.83
160000.0,4373.37,Salinas,Accountant,4269.360000000001,0.2839305080092708,67256.712,236877.37,California,Private,62987.352,80.83,706,138.3,40.28,72504.0,30.55,76877.37
66000.0,5194.3,Durham,Accountant,2426.88,0.3907587919069814,47879.792,122530.3,North Carolina,Private,45452.912,80.83,707,99.8,28.52,51336.0,13.49,56530.3
3000.0,5088.14,Nashville,Accountant,2378.28,0.7624088826809781,47967.82399999999,62916.14,Tennessee,Private,45589.544,80.83,708,100.1,30.46,54828.0,13.04,59916.14
65000.0,6758.4,College Point,Accountant,3601.92,0.3616487821413007,47797.8176,132166.4,New York,Private,44195.8976,80.83,709,97.04,33.56,60408.0,24.37,67166.4
34000.0,4977.02,Coral Springs,Accountant,2532.6,0.5216366693536333,48650.4544,93265.02,Florida,Private,46117.8544,83.25,710,101.26,30.16,54288.0,14.2,59265.02
74000.0,6365.46,Austin,Accountant,2624.52,0.3288348941734105,51174.42399999999,155623.46000000002,Texas,Private,48549.904,80.83,711,106.6,41.81,75258.0,15.32,81623.46
62000.0,7073.12,Hooksett,Accountant,3520.92,0.4484676027804928,52562.6992,117205.12,New Hampshire,Private,49041.7792,80.83,712,107.68,26.74,48131.99999999999,23.62,55205.12
72500.0,7036.89,Carlsbad,Accountant,4269.360000000001,0.4263169747834659,61540.94,144354.89,California,Private,57271.58,80.83,713,125.75,36.01,64818.0,30.55,71854.89
60000.0,3524.25,Wichita,Cybersecurity engineer,2465.76,0.7629827519665969,73641.76,96518.25,Kansas,Private,71176.0,80.83,714,86.8,18.33,32993.99999999999,13.85,36518.24999999999
82000.0,6024.26,Enola,Cybersecurity engineer,2912.76,0.5701744161791188,79541.76,139504.26,Pennsylvania,Private,76629.0,84.33,715,93.45,28.6,51480.0,17.6,57504.26
127000.0,7036.89,Dublin,Cybersecurity engineer,4269.360000000001,0.5199181624519967,107384.36,206540.89,California,Private,103115.0,80.83,716,125.75,40.28,72504.0,30.55,79540.89
87000.0,6024.26,Bensalem,Cybersecurity engineer,2912.76,0.5504457792455392,79541.76,144504.26,Pennsylvania,Private,76629.0,84.33,717,93.45,28.6,51480.0,17.6,57504.26
105000.0,4962.3,Mesa,Cybersecurity engineer,2545.68,0.5500804714596933,84865.48,154278.3,Arizona,Private,82319.8,75.34,718,100.39,24.62,44316.0,15.2,49278.3
100000.0,5245.46,Houston,Cybersecurity engineer,2624.52,0.503409308088864,81180.52,161261.46,Texas,Private,78556.0,80.83,719,95.8,31.12,56016.0,15.32,61261.46
85000.0,9008.39,Alexandria,Cybersecurity engineer,2602.08,0.5039877647890324,80264.28,159258.39,Virginia,Private,77662.2,86.7,720,94.71,36.25,65250.0,14.46,74258.39
70000.0,6758.4,Fishkill,Cybersecurity engineer,3601.92,0.6063782384024076,83174.72,137166.4,New York,Private,79572.8,80.83,721,97.04,33.56,60408.0,24.37,67166.4
104000.0,5590.44,Chantilly,Cybersecurity engineer,2602.08,0.5267499358824763,80264.28,152376.44,Virginia,Private,77662.2,86.7,722,94.71,23.77,42786.0,14.46,48376.44
169500.0,10361.54,Seattle,Cybersecurity engineer,2247.6000000000004,0.4055200334732011,104419.6,257495.54,Washington,Private,102172.0,80.83,723,124.6,43.13,77634.0,11.83,87995.54000000001
52500.0,4390.35,Norfolk,Cybersecurity engineer,2602.08,0.758151798908739,80264.28,105868.35,Virginia,Private,77662.2,86.7,724,94.71,27.21,48978.0,14.46,53368.35
65000.0,4540.98,Jacksonville,Cybersecurity engineer,2532.6,0.7590020688533397,83712.6,110292.98,Florida,Private,81180.0,83.25,725,99.0,22.64,40752.0,14.2,45292.98
85000.0,4673.91,Madison,Cybersecurity engineer,2731.44,0.6389250723874136,84321.44,131973.91,Wisconsin,Private,81590.0,80.83,726,99.5,23.5,42300.0,16.31,46973.91
113500.0,6062.35,New Bedford,Cybersecurity engineer,4494.96,0.4764259664019505,98425.96,206592.35,Massachusetts,Private,93931.0,93.6,727,114.55,48.35,87030.0,31.22,93092.35
