,Role,Sector,Experience,City,State,Salary_in_office,Salary_remote,Avg.OfficeRent_per_sqft,Office Rent,Annual Commute Cost,Avg internet monthly payment,Electricity Price (cents per kWh),Cost of Living Index,National_Avg_Salary,In-Office Expenses,Remote Work Expenses,Total In-office salary,Total Remote salary,remote_vs_office_cost_ratio,lat,lng
1414,Web developer,Private,Entry,Los Alamos,New Mexico,92000.0,54372.0,19.07,34326.0,4666.31,68.46,14.26,90.62,60000.0,38992.31,2361.6,130992.31,56733.6,0.43,35.8927,-106.2862
1415,Web developer,Private,Entry,Port Washington,New York,27900.0,58224.0,33.56,60408.0,6758.4,80.83,24.37,97.04,60000.0,67166.4,3601.92,95066.4,61825.92,0.65,40.8268,-73.6765
1416,Web developer,Private,Entry,New York,New York,112500.0,76800.0,33.56,60408.0,10831.74,80.83,24.37,128.0,60000.0,71239.74,3601.92,183739.74,80401.92,0.44,40.6943,-73.9249
1417,Web developer,Private,Entry,Arlington,Virginia,55000.0,56826.0,41.96,75528.0,5590.44,86.7,14.46,94.71,60000.0,81118.44,2602.08,136118.44,59428.08,0.44,38.8786,-77.1011
1418,Web developer,Private,Entry,San Francisco,California,95500.0,107160.0,62.2,111960.0,12650.66,80.83,30.55,178.6,60000.0,124610.66,4269.36,220110.66,111429.36,0.51,37.7558,-122.4449
1419,Web developer,Private,Entry,,California,83500.0,75450.0,40.28,72504.0,7036.89,80.83,30.55,125.75,60000.0,79540.89,4269.36,163040.89,79719.36,0.49,,
1420,Web developer,Private,Entry,McLean,Virginia,95000.0,56826.0,28.91,52038.0,5590.44,86.7,14.46,94.71,60000.0,57628.44,2602.08,152628.44,59428.08,0.39,38.9436,-77.1943
1421,Web developer,Private,Entry,Boston,Massachusetts,100500.0,79560.0,65.72,118296.0,8589.18,93.6,31.22,132.6,60000.0,126885.18,4494.96,227385.18,84054.96,0.37,42.3188,-71.0852
1422,Web developer,Private,Entry,Alvin,Texas,27000.0,54630.0,27.45,49410.0,5151.54,80.83,15.32,91.05,60000.0,54561.54,2624.52,81561.54,57254.52,0.7,29.3872,-95.2938
1423,Web developer,Private,Entry,Denver,Colorado,73000.0,67260.0,36.45,65610.0,6740.21,80.83,15.16,112.1,60000.0,72350.21,2607.24,145350.21,69867.24,0.48,39.762,-104.8758
1424,Web developer,Private,Entry,Panama City,Florida,61500.0,61140.0,31.24,56232.0,4977.02,83.25,14.2,101.9,60000.0,61209.02,2532.6,122709.02,63672.6,0.52,30.1995,-85.6003
1425,Web developer,Private,Entry,Irving,Texas,47500.0,54630.0,28.59,51462.0,5115.9,80.83,15.32,91.05,60000.0,56577.9,2624.52,104077.9,57254.52,0.55,32.8583,-96.9702
1426,Web developer,Private,Entry,Bryan,Texas,5000.0,54630.0,27.45,49410.0,5151.54,80.83,15.32,91.05,60000.0,54561.54,2624.52,59561.54,57254.52,0.96,30.665,-96.3807
1427,Web developer,Private,Entry,Annapolis Junction,Maryland,85000.0,60672.0,26.17,47106.0,6001.22,75.44,18.15,101.12,60000.0,53107.22,2865.48,138107.22,63537.48,0.46,,
1428,Web developer,Private,Entry,Philadelphia,Pennsylvania,85000.0,62040.0,38.14,68652.0,6843.04,84.33,17.6,103.4,60000.0,75495.04,2912.76,160495.04,64952.76,0.4,40.0077,-75.1339
1429,Web developer,Private,Entry,Boston,Massachusetts,119500.0,79560.0,65.72,118296.0,8589.18,93.6,31.22,132.6,60000.0,126885.18,4494.96,246385.18,84054.96,0.34,42.3188,-71.0852
1430,Web developer,Private,Entry,Quantico,Virginia,97500.0,56826.0,28.91,52038.0,5590.44,86.7,14.46,94.71,60000.0,57628.44,2602.08,155128.44,59428.08,0.38,38.5224,-77.2902
1431,Web developer,Private,Entry,Herndon,Virginia,77500.0,56826.0,29.67,53406.0,5590.44,86.7,14.46,94.71,60000.0,58996.44,2602.08,136496.44,59428.08,0.44,38.9699,-77.3867
1432,Web developer,Private,Entry,Columbia,Maryland,142500.0,60672.0,25.01,45018.0,6001.22,75.44,18.15,101.12,60000.0,51019.22,2865.48,193519.22,63537.48,0.33,39.2004,-76.859
1433,Web developer,Private,Entry,Aberdeen Proving Ground,Maryland,96500.0,60672.0,26.17,47106.0,6001.22,75.44,18.15,101.12,60000.0,53107.22,2865.48,149607.22,63537.48,0.42,39.4672,-76.1308
1434,Web developer,Private,Entry,Sioux Falls,South Dakota,80500.0,55680.0,36.46,65628.0,3567.89,55.88,12.42,92.8,60000.0,69195.89,2011.92,149695.89,57691.92,0.39,43.5396,-96.7311
1435,Web developer,Private,Entry,Washington,District of Columbia,107000.0,72060.0,52.54,94572.0,7073.12,80.83,20.27,120.1,60000.0,101645.12,3159.03,208645.12,75219.03,0.36,38.9047,-77.0163
1436,Web developer,Private,Entry,Springfield,Virginia,89000.0,56826.0,24.47,44046.0,5590.44,86.7,14.46,94.71,60000.0,49636.44,2602.08,138636.44,59428.08,0.43,38.781,-77.1839
1437,Web developer,Private,Entry,Annapolis Junction,Maryland,162500.0,60672.0,26.17,47106.0,6001.22,75.44,18.15,101.12,60000.0,53107.22,2865.48,215607.22,63537.48,0.29,,
1438,Web developer,Private,Entry,Piscataway,New Jersey,102500.0,62040.0,31.19,56142.0,8059.16,82.79,19.49,103.4,60000.0,64201.16,3098.4,166701.16,65138.4,0.39,,
1439,Web developer,Private,Entry,Columbus,Indiana,84000.0,53460.0,20.45,36810.0,4331.59,80.83,14.42,89.1,60000.0,41141.59,2527.32,125141.59,55987.32,0.45,39.2093,-85.9183
1440,Web developer,Private,Entry,Mission,Texas,10500.0,54630.0,27.45,49410.0,5151.54,80.83,15.32,91.05,60000.0,54561.54,2624.52,65061.54,57254.52,0.88,26.2039,-98.3256
1441,Web developer,Private,Entry,West Jordan,Utah,87500.0,59976.0,24.79,44622.0,4143.37,69.01,11.02,99.96,60000.0,48765.37,2018.28,136265.37,61994.28,0.45,40.6024,-112.0008
1442,Web developer,Private,Entry,San Antonio,Texas,117000.0,55620.0,27.34,49212.0,4251.07,80.83,15.32,92.7,60000.0,53463.07,2624.52,170463.07,58244.52,0.34,29.4632,-98.5238
1443,Web developer,Private,Entry,Middletown,Connecticut,62500.0,65136.0,27.62,49716.0,7073.12,72.47,28.16,108.56,60000.0,56789.12,3910.92,119289.12,69046.92,0.58,41.5476,-72.6549
1444,Web developer,Private,Entry,Fort Meade,Maryland,85000.0,60672.0,26.17,47106.0,6001.22,75.44,18.15,101.12,60000.0,53107.22,2865.48,138107.22,63537.48,0.46,39.1061,-76.7437
1445,Web developer,Private,Entry,Bakersfield,California,43820.0,61740.0,26.53,47754.0,5216.85,80.83,30.55,102.9,60000.0,52970.85,4269.36,96790.85,66009.36,0.68,35.3529,-119.0359
1446,Web developer,Private,Entry,Reston,Virginia,67500.0,56826.0,30.21,54378.0,5590.44,86.7,14.46,94.71,60000.0,59968.44,2602.08,127468.44,59428.08,0.47,38.9497,-77.3461
1447,Web developer,Private,Entry,Milwaukee,Wisconsin,87000.0,56280.0,23.29,41922.0,3992.97,80.83,16.31,93.8,60000.0,45914.97,2731.44,132914.97,59011.44,0.44,43.0642,-87.9675
1448,Web developer,Private,Entry,Orlando,Florida,61000.0,60840.0,26.74,48132.0,4886.84,83.25,14.2,101.4,60000.0,53018.84,2532.6,114018.84,63372.6,0.56,28.4773,-81.337
1449,Web developer,Private,Entry,Saint Paul,Minnesota,96500.0,58866.0,25.42,45756.0,5231.86,68.66,14.05,98.11,60000.0,50987.86,2341.32,147487.86,61207.32,0.41,,
1450,Web developer,Private,Entry,Flint,Michigan,15000.0,51420.0,21.42,38556.0,3880.78,80.83,18.41,85.7,60000.0,42436.78,2958.24,57436.78,54378.24,0.95,43.0236,-83.6921
1451,Web developer,Private,Entry,New Bedford,Massachusetts,113500.0,68730.0,48.35,87030.0,6062.35,93.6,31.22,114.55,60000.0,93092.35,4494.96,206592.35,73224.96,0.35,41.6697,-70.9428
1452,Web developer,Private,Entry,Huntsville,Alabama,76500.0,54780.0,24.98,44964.0,4951.76,74.1,14.91,91.3,60000.0,49915.76,2499.48,126415.76,57279.48,0.45,34.6981,-86.6412
1453,Web developer,Private,Entry,Annapolis Junction,Maryland,85000.0,60672.0,26.17,47106.0,6001.22,75.44,18.15,101.12,60000.0,53107.22,2865.48,138107.22,63537.48,0.46,,
1454,Web developer,Private,Entry,Broomfield,Colorado,123000.0,64980.0,31.34,56412.0,5740.88,80.83,15.16,108.3,60000.0,62152.88,2607.24,185152.88,67587.24,0.37,39.9542,-105.0526
1455,Web developer,Private,Entry,Anchorage,Alaska,121500.0,66420.0,36.46,65628.0,4845.27,103.73,22.38,110.7,60000.0,70473.27,3661.8,191973.27,70081.8,0.37,61.1508,-149.1091
1456,Web developer,Private,Entry,Chantilly,Virginia,83000.0,56826.0,23.77,42786.0,5590.44,86.7,14.46,94.71,60000.0,48376.44,2602.08,131376.44,59428.08,0.45,38.8868,-77.4453
1457,Web developer,Private,Entry,Nashville,Tennessee,78500.0,60060.0,30.46,54828.0,5088.14,80.83,13.04,100.1,60000.0,59916.14,2378.28,138416.14,62438.28,0.45,36.1715,-86.7842
1458,Web developer,Private,Entry,Huntsville,Alabama,76500.0,54780.0,24.98,44964.0,4951.76,74.1,14.91,91.3,60000.0,49915.76,2499.48,126415.76,57279.48,0.45,34.6981,-86.6412
1459,Web developer,Private,Entry,Atlanta,Georgia,107000.0,60180.0,34.79,62622.0,7289.35,80.83,13.49,100.3,60000.0,69911.35,2426.88,176911.35,62606.88,0.35,33.7628,-84.422
1460,Web developer,Private,Entry,Trinity,Alabama,81500.0,53622.0,20.67,37206.0,4021.31,74.1,14.91,89.37,60000.0,41227.31,2499.48,122727.31,56121.48,0.46,34.6011,-87.0816
1461,Web developer,Private,Entry,Parkville,Missouri,91500.0,52662.0,21.59,38862.0,3937.23,72.8,11.57,87.77,60000.0,42799.23,2123.16,134299.23,54785.16,0.41,39.2005,-94.7225
1462,Web developer,Private,Entry,Panama City Beach,Florida,68500.0,60756.0,31.24,56232.0,4977.02,83.25,14.2,101.26,60000.0,61209.02,2532.6,129709.02,63288.6,0.49,30.237,-85.8776
1463,Web developer,Private,Entry,Spring Arbor,Michigan,96000.0,53904.0,21.42,38556.0,3880.78,80.83,18.41,89.84,60000.0,42436.78,2958.24,138436.78,56862.24,0.41,42.2055,-84.5551
1464,Web developer,Private,Entry,Dallas,Texas,81000.0,59100.0,26.83,48294.0,5360.48,80.83,15.32,98.5,60000.0,53654.48,2624.52,134654.48,61724.52,0.46,32.7935,-96.7667
1465,Web developer,Private,Entry,McLean,Virginia,137500.0,56826.0,28.91,52038.0,5590.44,86.7,14.46,94.71,60000.0,57628.44,2602.08,195128.44,59428.08,0.3,38.9436,-77.1943
1466,Web developer,Private,Entry,Baltimore,Maryland,58000.0,64200.0,26.17,47106.0,6001.22,75.44,18.15,107.0,60000.0,53107.22,2865.48,111107.22,67065.48,0.6,39.3051,-76.6144
1467,Web developer,Private,Entry,Columbia,Maryland,119000.0,60672.0,25.01,45018.0,6001.22,75.44,18.15,101.12,60000.0,51019.22,2865.48,170019.22,63537.48,0.37,39.2004,-76.859
1468,Web developer,Private,Entry,West Point,Georgia,69500.0,55140.0,23.66,42588.0,5285.46,80.83,13.49,91.9,60000.0,47873.46,2426.88,117373.46,57566.88,0.49,32.8937,-85.1453
1469,Web developer,Private,Entry,New York,New York,108500.0,76800.0,33.56,60408.0,10831.74,80.83,24.37,128.0,60000.0,71239.74,3601.92,179739.74,80401.92,0.45,40.6943,-73.9249
1470,Web developer,Private,Entry,Mesa,Arizona,21500.0,60234.0,24.62,44316.0,4962.3,75.34,15.2,100.39,60000.0,49278.3,2545.68,70778.3,62779.68,0.89,33.4015,-111.7178
1471,Web developer,Private,Entry,Melbourne,Florida,87000.0,59580.0,22.28,40104.0,4977.02,83.25,14.2,99.3,60000.0,45081.02,2532.6,132081.02,62112.6,0.47,28.1086,-80.6627
1472,Web developer,Private,Entry,Huntsville,Alabama,110000.0,54780.0,24.98,44964.0,4951.76,74.1,14.91,91.3,60000.0,49915.76,2499.48,159915.76,57279.48,0.36,34.6981,-86.6412
1473,Web developer,Private,Entry,Huntsville,Alabama,94500.0,54780.0,24.98,44964.0,4951.76,74.1,14.91,91.3,60000.0,49915.76,2499.48,144415.76,57279.48,0.4,34.6981,-86.6412
1474,Web developer,Private,Entry,Richland,Washington,60000.0,64212.0,31.45,56610.0,6659.49,80.83,11.83,107.02,60000.0,63269.49,2247.6,123269.49,66459.6,0.54,46.2824,-119.2939
1475,Web developer,Private,Senior,Howell,Michigan,108000.0,80856.0,21.42,38556.0,3880.78,80.83,18.41,89.84,90000.0,42436.78,2958.24,150436.78,83814.24,0.56,42.6078,-83.9339
1476,Web developer,Private,Mid,Pleasant Prairie,Wisconsin,140500.0,68520.0,21.02,37836.0,4333.44,80.83,16.31,91.36,75000.0,42169.44,2731.44,182669.44,71251.44,0.39,42.5266,-87.8895
1477,Web developer,Private,Senior,Warren,New Jersey,120000.0,93060.0,31.19,56142.0,8059.16,82.79,19.49,103.4,90000.0,64201.16,3098.4,184201.16,96158.4,0.52,,
1478,Web developer,Private,Senior,Panama City,Florida,91500.0,91710.0,31.24,56232.0,4977.02,83.25,14.2,101.9,90000.0,61209.02,2532.6,152709.02,94242.6,0.62,30.1995,-85.6003
1479,Web developer,Private,Senior,Gardena,California,95000.0,113175.0,40.28,72504.0,7036.89,80.83,30.55,125.75,90000.0,79540.89,4269.36,174540.89,117444.36,0.67,33.8943,-118.3072
1480,Web developer,Private,Senior,Warren,New Jersey,111500.0,93060.0,31.19,56142.0,8059.16,82.79,19.49,103.4,90000.0,64201.16,3098.4,175701.16,96158.4,0.55,,
1481,Web developer,Private,Senior,West Des Moines,Iowa,84000.0,80532.0,21.33,38394.0,3640.73,75.86,12.43,89.48,90000.0,42034.73,2252.76,126034.73,82784.76,0.66,41.5521,-93.7806
1482,Web developer,Private,Senior,Pleasant Prairie,Wisconsin,122000.0,82224.0,21.02,37836.0,4333.44,80.83,16.31,91.36,90000.0,42169.44,2731.44,164169.44,84955.44,0.52,42.5266,-87.8895
1483,Web developer,Private,Senior,Austin,Texas,168000.0,95940.0,41.81,75258.0,6365.46,80.83,15.32,106.6,90000.0,81623.46,2624.52,249623.46,98564.52,0.39,30.3005,-97.7522
1484,Web developer,Private,Senior,McLean,Virginia,142500.0,215000.0,28.91,52038.0,5590.44,86.7,14.46,94.71,90000.0,57628.44,2602.08,200128.44,217602.08,1.09,38.9436,-77.1943
1485,Web developer,Private,Senior,Norfolk,Virginia,112500.0,85239.0,27.21,48978.0,4390.35,86.7,14.46,94.71,90000.0,53368.35,2602.08,165868.35,87841.08,0.53,36.8945,-76.259
1486,Web developer,Private,Senior,Columbia,Maryland,127500.0,91008.0,25.01,45018.0,6001.22,75.44,18.15,101.12,90000.0,51019.22,2865.48,178519.22,93873.48,0.53,39.2004,-76.859
1487,Web developer,Private,Mid,Irving,Texas,104000.0,68287.5,28.59,51462.0,5115.9,80.83,15.32,91.05,75000.0,56577.9,2624.52,160577.9,70912.02,0.44,32.8583,-96.9702
1488,Web developer,Private,Mid,Baltimore,Maryland,107500.0,80250.0,26.17,47106.0,6001.22,75.44,18.15,107.0,75000.0,53107.22,2865.48,160607.22,83115.48,0.52,39.3051,-76.6144
1489,Web developer,Private,Mid,Newington,Connecticut,70500.0,81420.0,27.62,49716.0,7073.12,72.47,28.16,108.56,75000.0,56789.12,3910.92,127289.12,85330.92,0.67,,
1490,Web developer,Private,Senior,Richardson,Texas,100000.0,81945.0,25.53,45954.0,5151.54,80.83,15.32,91.05,90000.0,51105.54,2624.52,151105.54,84569.52,0.56,32.9716,-96.7093
1491,Web developer,Private,Senior,Orlando,Florida,85000.0,91260.0,26.74,48132.0,4886.84,83.25,14.2,101.4,90000.0,53018.84,2532.6,138018.84,93792.6,0.68,28.4773,-81.337
1492,Web developer,Private,Senior,Sunnyvale,California,72500.0,113175.0,82.35,148230.0,10354.08,80.83,30.55,125.75,90000.0,158584.08,4269.36,231084.08,117444.36,0.51,37.3836,-122.0255
1493,Web developer,Private,Senior,Smithfield,Virginia,99500.0,85239.0,28.91,52038.0,5590.44,86.7,14.46,94.71,90000.0,57628.44,2602.08,157128.44,87841.08,0.56,36.9755,-76.6152
1494,Web developer,Private,Senior,Ronkonkoma,New York,100000.0,87336.0,33.56,60408.0,6758.4,80.83,24.37,97.04,90000.0,67166.4,3601.92,167166.4,90937.92,0.54,40.8037,-73.1246
1495,Web developer,Private,Senior,Lincolnshire,Illinois,118500.0,79254.0,23.79,42822.0,7041.83,80.83,15.99,88.06,90000.0,49863.83,2696.88,168363.83,81950.88,0.49,42.1958,-87.9182
1496,Web developer,Private,Senior,Madison,Alabama,103000.0,80433.0,22.05,39690.0,4021.31,74.1,14.91,89.37,90000.0,43711.31,2499.48,146711.31,82932.48,0.57,34.7114,-86.7626
1497,Web developer,Private,Senior,Jasper,Indiana,68500.0,78570.0,20.45,36810.0,4331.59,80.83,14.42,87.3,90000.0,41141.59,2527.32,109641.59,81097.32,0.74,38.3933,-86.9402
1498,Web developer,Private,Senior,Chattanooga,Tennessee,117500.0,82080.0,24.5,44100.0,3677.76,80.83,13.04,91.2,90000.0,47777.76,2378.28,165277.76,84458.28,0.51,35.066,-85.2481
1499,Web developer,Private,Senior,Albany,New York,90000.0,90090.0,19.46,35028.0,6758.4,80.83,24.37,100.1,90000.0,41786.4,3601.92,131786.4,93691.92,0.71,42.6664,-73.7987
1500,Web developer,Private,Senior,Baton Rouge,Louisiana,71000.0,81990.0,20.05,36090.0,3786.25,80.83,11.7,91.1,90000.0,39876.25,2233.56,110876.25,84223.56,0.76,30.442,-91.1311
1501,Web developer,Private,Mid,Washington,District of Columbia,139500.0,164000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,75000.0,101645.12,3159.03,241145.12,167159.03,0.69,38.9047,-77.0163
1502,Web developer,Private,Senior,Clifton Park,New York,100000.0,87336.0,33.56,60408.0,6758.4,80.83,24.37,97.04,90000.0,67166.4,3601.92,167166.4,90937.92,0.54,,
1503,Web developer,Private,Senior,Arlington,Virginia,125000.0,85239.0,41.96,75528.0,5590.44,86.7,14.46,94.71,90000.0,81118.44,2602.08,206118.44,87841.08,0.43,38.8786,-77.1011
1504,Web developer,Private,Senior,Lackland A F B,Texas,127500.0,81945.0,27.45,49410.0,5151.54,80.83,15.32,91.05,90000.0,54561.54,2624.52,182061.54,84569.52,0.46,,
1505,Web developer,Private,Senior,Plantation,Florida,117500.0,91134.0,29.69,53442.0,4977.02,83.25,14.2,101.26,90000.0,58419.02,2532.6,175919.02,93666.6,0.53,26.1259,-80.2617
1506,Web developer,Private,Senior,Sarasota,Florida,81500.0,93960.0,31.24,56232.0,4977.02,83.25,14.2,104.4,90000.0,61209.02,2532.6,142709.02,96492.6,0.68,27.3387,-82.5432
1507,Web developer,Private,Senior,Austin,Texas,116500.0,95940.0,41.81,75258.0,6365.46,80.83,15.32,106.6,90000.0,81623.46,2624.52,198123.46,98564.52,0.5,30.3005,-97.7522
1508,Web developer,Private,Senior,Atlanta,Georgia,41000.0,90270.0,34.79,62622.0,7289.35,80.83,13.49,100.3,90000.0,69911.35,2426.88,110911.35,92696.88,0.84,33.7628,-84.422
1509,Web developer,Private,Senior,Tysons Corner,Virginia,109000.0,85239.0,28.91,52038.0,5590.44,86.7,14.46,94.71,90000.0,57628.44,2602.08,166628.44,87841.08,0.53,,
1510,Web developer,Private,Senior,Detroit,Michigan,93000.0,83880.0,26.3,47340.0,4267.32,80.83,18.41,93.2,90000.0,51607.32,2958.24,144607.32,86838.24,0.6,42.3834,-83.1024
1511,Web developer,Private,Senior,Honolulu,Hawaii,95000.0,142200.0,37.48,67464.0,5029.32,63.18,42.34,158.0,90000.0,72493.32,5330.88,167493.32,147530.88,0.88,21.3294,-157.846
1512,Web developer,Private,Senior,American Fork,Utah,90000.0,89964.0,24.79,44622.0,4143.37,69.01,11.02,99.96,90000.0,48765.37,2018.28,138765.37,91982.28,0.66,40.3783,-111.7953
1513,Web developer,Private,Senior,Sandy,Utah,125000.0,89964.0,19.99,35982.0,4143.37,69.01,11.02,99.96,90000.0,40125.37,2018.28,165125.37,91982.28,0.56,40.5709,-111.8506
1514,Web developer,Private,Senior,Deerfield Beach,Florida,80000.0,91134.0,26.83,48294.0,4977.02,83.25,14.2,101.26,90000.0,53271.02,2532.6,133271.02,93666.6,0.7,26.305,-80.1277
1515,Web developer,Private,Senior,Moraine,Ohio,102000.0,79920.0,20.56,37008.0,4054.52,80.83,15.98,88.8,90000.0,41062.52,2695.8,143062.52,82615.8,0.58,39.6983,-84.2458
1516,Web developer,Private,Mid,Elkhart,Indiana,75000.0,66375.0,20.45,36810.0,4331.59,80.83,14.42,88.5,75000.0,41141.59,2527.32,116141.59,68902.32,0.59,41.6916,-85.9627
1517,Web developer,Private,Mid,Metuchen,New Jersey,83000.0,77550.0,31.19,56142.0,8059.16,82.79,19.49,103.4,75000.0,64201.16,3098.4,147201.16,80648.4,0.55,40.5424,-74.3628
1518,Web developer,Private,Mid,Rocky Mount,Virginia,56000.0,71032.5,28.91,52038.0,5590.44,86.7,14.46,94.71,75000.0,57628.44,2602.08,113628.44,73634.58,0.65,37.0045,-79.8854
1519,Web developer,Private,Mid,Northridge,California,121000.0,94312.5,40.28,72504.0,7036.89,80.83,30.55,125.75,75000.0,79540.89,4269.36,200540.89,98581.86,0.49,,
1520,Web developer,Private,Senior,Ronkonkoma,New York,45500.0,87336.0,33.56,60408.0,6758.4,80.83,24.37,97.04,90000.0,67166.4,3601.92,112666.4,90937.92,0.81,40.8037,-73.1246
1521,Web developer,Private,Mid,Arlington,Texas,107500.0,68287.5,23.0,41400.0,4922.24,80.83,15.32,91.05,75000.0,46322.24,2624.52,153822.24,70912.02,0.46,32.6998,-97.125
1522,Web developer,Private,Senior,Springfield,Missouri,99000.0,78030.0,21.59,38862.0,2870.07,72.8,11.57,86.7,90000.0,41732.07,2123.16,140732.07,80153.16,0.57,37.1943,-93.2916
1523,Web developer,Private,Mid,Springfield,Virginia,136500.0,71032.5,24.47,44046.0,5590.44,86.7,14.46,94.71,75000.0,49636.44,2602.08,186136.44,73634.58,0.4,38.781,-77.1839
1524,Web developer,Private,Mid,Lancaster,New York,60000.0,72780.0,33.56,60408.0,6758.4,80.83,24.37,97.04,75000.0,67166.4,3601.92,127166.4,76381.92,0.6,,
1525,Web developer,Private,Senior,Saint Louis,Missouri,95500.0,78993.0,24.6,44280.0,3937.23,72.8,11.57,87.77,90000.0,48217.23,2123.16,143717.23,81116.16,0.56,,
1526,Web developer,Private,Mid,Irving,Texas,106000.0,68287.5,28.59,51462.0,5115.9,80.83,15.32,91.05,75000.0,56577.9,2624.52,162577.9,70912.02,0.44,32.8583,-96.9702
1527,Web developer,Private,Senior,Austin,Texas,126500.0,95940.0,41.81,75258.0,6365.46,80.83,15.32,106.6,90000.0,81623.46,2624.52,208123.46,98564.52,0.47,30.3005,-97.7522
1528,Web developer,Private,Senior,Newton,Massachusetts,94000.0,103095.0,48.35,87030.0,6062.35,93.6,31.22,114.55,90000.0,93092.35,4494.96,187092.35,107589.96,0.58,42.3316,-71.2085
1529,Web developer,Private,Senior,Omaha,Nebraska,135000.0,83610.0,24.26,43668.0,4094.4,80.83,10.78,92.9,90000.0,47762.4,2134.2,182762.4,85744.2,0.47,41.2627,-96.0529
1530,Web developer,Private,Senior,Santa Clara,California,68300.0,113175.0,48.72,87696.0,7036.89,80.83,30.55,125.75,90000.0,94732.89,4269.36,163032.89,117444.36,0.72,37.3646,-121.968
1531,Web developer,Private,Senior,Austin,Texas,85000.0,95940.0,41.81,75258.0,6365.46,80.83,15.32,106.6,90000.0,81623.46,2624.52,166623.46,98564.52,0.59,30.3005,-97.7522
1532,Web developer,Private,Mid,Aurora,Colorado,98000.0,81225.0,19.32,34776.0,6177.73,80.83,15.16,108.3,75000.0,40953.73,2607.24,138953.73,83832.24,0.6,39.7083,-104.7237
1533,Web developer,Private,Senior,Minneapolis,Minnesota,60000.0,117000.0,30.87,55566.0,5694.89,68.66,14.05,105.4,90000.0,61260.89,2341.32,121260.89,119341.32,0.98,44.9635,-93.2678
1534,Web developer,Private,Senior,Minneapolis,Minnesota,60000.0,103500.0,30.87,55566.0,5694.89,68.66,14.05,105.4,90000.0,61260.89,2341.32,121260.89,105841.32,0.87,44.9635,-93.2678
1535,Web developer,Private,Senior,Fort Mill,South Carolina,141500.0,84069.0,27.08,48744.0,7073.12,74.17,13.87,93.41,90000.0,55817.12,2388.0,197317.12,86457.0,0.44,35.0061,-80.9389
1536,Web developer,Private,Mid,Arlington,Virginia,126000.0,71032.5,41.96,75528.0,5590.44,86.7,14.46,94.71,75000.0,81118.44,2602.08,207118.44,73634.58,0.36,38.8786,-77.1011
1537,Web developer,Private,Senior,Santa Monica,California,163000.0,113175.0,64.94,116892.0,7036.89,80.83,30.55,125.75,90000.0,123928.89,4269.36,286928.89,117444.36,0.41,34.0235,-118.481
1538,Web developer,Private,Senior,Pittsburgh,Pennsylvania,97500.0,83790.0,25.92,46656.0,5205.47,84.33,17.6,93.1,90000.0,51861.47,2912.76,149361.47,86702.76,0.58,40.4397,-79.9763
1539,Web developer,Private,Senior,Macdill AFB,Florida,125000.0,91134.0,31.24,56232.0,4977.02,83.25,14.2,101.26,90000.0,61209.02,2532.6,186209.02,93666.6,0.5,,
1540,Web developer,Private,Mid,San Antonio,Texas,101000.0,69525.0,27.34,49212.0,4251.07,80.83,15.32,92.7,75000.0,53463.07,2624.52,154463.07,72149.52,0.47,29.4632,-98.5238
1541,Web developer,Private,Senior,Princeton,New Jersey,116000.0,93060.0,36.5,65700.0,8059.16,82.79,19.49,103.4,90000.0,73759.16,3098.4,189759.16,96158.4,0.51,40.3562,-74.6693
1542,Web developer,Private,Senior,Washington,District of Columbia,184500.0,136500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,90000.0,101645.12,3159.03,286145.12,139659.03,0.49,38.9047,-77.0163
1543,Web developer,Private,Senior,Washington,District of Columbia,184500.0,110000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,90000.0,101645.12,3159.03,286145.12,113159.03,0.4,38.9047,-77.0163
1544,Web developer,Private,Senior,Washington,District of Columbia,184500.0,92000.0,52.54,94572.0,7073.12,80.83,20.27,120.1,90000.0,101645.12,3159.03,286145.12,95159.03,0.33,38.9047,-77.0163
1545,Web developer,Private,Senior,Washington,District of Columbia,184500.0,120500.0,52.54,94572.0,7073.12,80.83,20.27,120.1,90000.0,101645.12,3159.03,286145.12,123659.03,0.43,38.9047,-77.0163
1546,Web developer,Private,Senior,New Bremen,Ohio,85500.0,79920.0,20.56,37008.0,4054.52,80.83,15.98,88.8,90000.0,41062.52,2695.8,126562.52,82615.8,0.65,40.4355,-84.3778
1547,Web developer,Private,Senior,Chico,California,125000.0,99450.0,40.28,72504.0,7036.89,80.83,30.55,110.5,90000.0,79540.89,4269.36,204540.89,103719.36,0.51,39.7578,-121.8161
1548,Web developer,Private,Senior,Herndon,Virginia,175500.0,113000.0,29.67,53406.0,5590.44,86.7,14.46,94.71,90000.0,58996.44,2602.08,234496.44,115602.08,0.49,38.9699,-77.3867
1549,Web developer,Private,Senior,Grand Rapids,Minnesota,72500.0,88299.0,25.42,45756.0,5231.86,68.66,14.05,98.11,90000.0,50987.86,2341.32,123487.86,90640.32,0.73,47.238,-93.5327
1550,Web developer,Private,Senior,Keizer,Oregon,83500.0,95589.0,24.32,43776.0,5185.42,72.27,14.12,106.21,90000.0,48961.42,2392.2,132461.42,97981.2,0.74,45.0028,-123.0243
