,Keyword,Job_title,Company,City,State,Mean_Salary,Job_type,Rent Q4 2024,Vacancy Q4 2024,Median Monthly Rent,Electricity Price (cents per kWh),Internet Speed (Mbps),Average internet monthly payment,Annual Commute Cost,Remote Salary (Annual),In-Office Salary (Annual),Remote Work Expenses,In-Office Expenses,Total In-office salary,Total Remote salary
159,software developer,Junior Software Developer,Andromeda Systems Incorporated,Jacksonville,Florida,87.0,Remote,22.9,18.1%,"$1,218.00",15.28,322.3,83.25,4540.98,87.0,87.0,2649.24,45760.979999999996,45847.979999999996,2736.24
160,software developer,Software Engineer II - Back End,Favor,Austin,Texas,,Remote,45.7,27.9%,,,,,6365.46,,,,88625.46,,
161,software developer,Software Developer - AI Trainer (Contract),DataAnnotation,Atlanta,Georgia,20.0,Remote,33.6,18.9%,,,,,7289.35,20.0,20.0,,67769.35,67789.35,20.0
162,software developer,Research Associate: IT Software Developer (Powell),University of North Carolina at Chapel Hill,Chapel Hill,North Carolina,95.0,Remote,,,,,,,5262.66,95.0,95.0,,,95.0,95.0
163,software developer,Software Development Engineer (SDE),The Seattle Mariners Baseball Club,Seattle,Washington,132.5,Remote,36.2,26.3%,,,,,10361.54,132.5,132.5,,75521.54000000001,75654.04000000001,132.5
164,software developer,Frontend Software Engineer - AI Trainer,DataAnnotation,Remote,Unknown,20.0,Remote,,,,,,,,20.0,20.0,,,20.0,20.0
165,software developer,Software Development Engineer - Front-end,Adobe,Lehi,Utah,132.0,Remote,26.0,,"$1,090.00",10.99,314.1,69.01,4143.37,132.0,132.0,2015.0400000000002,50943.37,51075.37,2147.04
166,software developer,Software Developer I,"Heniff Transportation Systems, LLC",Oak Brook,Illinois,91.5,Remote,27.3,,,,,,8130.368888888888,91.5,91.5,,57270.36888888889,57361.86888888889,91.5
167,software developer,Software Developer,QVine Corporation,Reston,Virginia,104.0,Remote,,,"$1,257.00",13.97,505.6,86.7,,104.0,104.0,2549.16,,104.0,2653.16
168,software developer,Software Engineer I,Windstream,United States,Unknown,61.0,Remote,,,,,,,,61.0,61.0,,,61.0,61.0
169,software developer,Software Assurance/Formal Methods Developer,Johns Hopkins Applied Physics Laboratory (APL),Laurel,Maryland,160.0,Remote,26.7,,"$1,415.00",17.6,506.7,75.44,6001.22,160.0,160.0,2806.08,54061.22,54221.22,2966.08
170,software developer,IT Software Developer,"Gray & Company, Inc.",Metairie,Louisiana,,Remote,,,,,,,3786.25,,,,,,
171,software developer,Software Engineer,Adobe,Lehi,Utah,159.5,Remote,26.0,,"$1,090.00",10.99,314.1,69.01,4143.37,159.5,159.5,2015.0400000000002,50943.37,51102.87,2174.54
172,software developer,Junior Software Engineer,Codan Limited,Carlisle,Pennsylvania,77.0,Remote,28.744444444444444,,$958.00,17.02,430.8,84.33,5933.278888888889,77.0,77.0,2850.12,57673.27888888889,57750.27888888889,2927.12
173,software developer,Software Engineer II,Microsoft,Redmond,Washington,153.5,Remote,36.2,,,,,,10361.54,153.5,153.5,,75521.54000000001,75675.04000000001,153.5
174,software developer,Software Developer,Oracle,United States,Unknown,,Remote,,,,,,,,,,,,,
175,software developer,Sr. Software Engineer - SDK/Front-end,GE HEALTHCARE,Remote,Unknown,143.0,Remote,,,,,,,,143.0,143.0,,,143.0,143.0
176,software developer,Software Developer,Oracle,United States,Unknown,,Remote,,,,,,,,,,,,,
177,software developer,"Engineer II, Full Stack",Bellese,Remote,Unknown,,Remote,,,,,,,,,,,,,
178,software developer,Senior Software Engineer - Embedded Systems,TTM Technologies,Farmingdale,New York,142.0,Remote,19.1,,,,,,10428.26606060606,142.0,142.0,,44808.26606060606,44950.26606060606,142.0
179,software developer,Associate Software Developer,Uline,Pleasant Prairie,Wisconsin,85.0,Remote,20.2,,,,,,4265.346,85.0,85.0,,40625.346,40710.346,85.0
180,software developer,Front-End Web Developer,University of Virginia,Charlottesville,Virginia,75.0,Remote,,,"$1,257.00",13.97,505.6,86.7,,75.0,75.0,2549.16,,75.0,2624.16
181,software developer,Jr. Software Developer,Universal Music Group,Los Angeles,California,109.0,Remote,42.4,16.0%,,,,,6877.72,109.0,109.0,,83197.72,83306.72,109.0
182,software developer,Software Engineer – Entry Level,"General Dynamics Mission Systems, Inc",Scottsdale,Arizona,83.0,Remote,,,"$1,097.00",14.46,396.1,75.34,6794.99,83.0,83.0,2465.76,,83.0,2548.76
183,software developer,Software Developer - C++ Unix Linux,United Airlines,Chicago,Illinois,104.0,Remote,27.3,18.8%,,,,,8319.68,104.0,104.0,,57459.68,57563.68,104.0
184,software developer,Software Engineer (Frontend) - Early in Career,Splunk,Colorado,Unknown,141.5,Remote,,,,,,,,141.5,141.5,,,141.5,141.5
185,software developer,Fullstack Engineer,Chubb,Jersey City,New Jersey,102.5,Remote,,,"$1,368.00",17.69,427.8,82.79,10903.23,102.5,102.5,2904.0,,102.5,3006.5
186,software developer,"Frontend Engineer, Vehicle UI",Tesla,Hawthorne,California,147.0,Remote,61.01875,,,,,,9701.970434782608,147.0,147.0,,119535.7204347826,119682.7204347826,147.0
187,software developer,"Software Engineer III - Web UI, React",JPMorganChase,Houston,Texas,97.0,Remote,30.2,24.5%,,,,,5245.46,97.0,97.0,,59605.46,59702.46,97.0
188,software developer,[HackerRank] Software Engineer Graduate (TikTok Short Video) - 2025 Start (Bachelors/Master),TikTok,Los Angeles,California,143.5,Remote,42.4,16.0%,,,,,6877.72,143.5,143.5,,83197.72,83341.22,143.5
189,software developer,"React JS Developer | Atlanta, Georgia",Photon,Atlanta,Georgia,100.5,Remote,33.6,18.9%,,,,,7289.35,100.5,100.5,,67769.35,67869.85,100.5
190,software developer,Full Stack Software Engineer,Charles Schwab,Chicago,Illinois,102.0,Remote,27.3,18.8%,,,,,8319.68,102.0,102.0,,57459.68,57561.68,102.0
191,software developer,Python Software Engineer,Liberty Personnel Services,Philadelphia,Pennsylvania,137.5,Remote,30.8,19.4%,$958.00,17.02,430.8,84.33,6843.04,137.5,137.5,2850.12,62283.04,62420.54,2987.62
192,software developer,PHP Ecommerce Developer (On Site Only),Davidsons Inc,Prescott,Arizona,100.0,Remote,,,"$1,097.00",14.46,396.1,75.34,6794.99,100.0,100.0,2465.76,,100.0,2565.76
193,software developer,Junior Software Developer,Battelle,Columbus,Ohio,94.5,Remote,21.7,15.5%,,,,,4562.82,94.5,94.5,,43622.82,43717.32,94.5
194,software developer,Software Engineer,Pappas Restaurants,Houston,Texas,102.0,Remote,30.2,24.5%,,,,,5245.46,102.0,102.0,,59605.46,59707.46,102.0
195,software developer,Software Developer,Oak Ridge Schools,Oak Ridge,Tennessee,91.0,Remote,19.6,,,,,,3672.115,91.0,91.0,,38952.115,39043.115,91.0
196,software developer,Application Support Developer,Buc-ee's,Lake Jackson,Texas,81.0,Remote,40.717857142857156,,,,,,5833.587045454545,81.0,81.0,,79125.72990259744,79206.72990259744,81.0
197,software developer,Software Developer,Oracle,Austin,Texas,120.0,Remote,45.7,27.9%,,,,,6365.46,120.0,120.0,,88625.46,88745.46,120.0
198,software developer,Software Developer,Aptiva Corp,North Brunswick,New Jersey,100.0,Remote,,,"$1,368.00",17.69,427.8,82.79,10903.23,100.0,100.0,2904.0,,100.0,3004.0
199,software developer,Experienced Software Engineer Java / Python (Full Stack or Back End),JPMorganChase,Columbus,Ohio,,Remote,21.7,15.5%,,,,,4562.82,,,,43622.82,,
200,software developer,Software Engineer - Einstein Platform,Salesforce,San Francisco,California,181.5,Remote,70.6,28.8%,,,,,12650.66,181.5,181.5,,139730.66,139912.16,181.5
201,software developer,"Software Frontend Engineer, UI",DocuSign,San Francisco,California,139.0,Remote,70.6,28.8%,,,,,12650.66,139.0,139.0,,139730.66,139869.66,139.0
202,software developer,Embedded Software Engineer,"General Dynamics Mission Systems, Inc",Dedham,Massachusetts,105.5,Remote,53.3,,"$1,336.00",29.25,401.2,93.6,8589.18,105.5,105.5,4282.2,104529.18,104634.68,4387.7
203,software developer,Software Developer - AI Trainer (Contract),DataAnnotation,Austin,Texas,20.0,Remote,45.7,27.9%,,,,,6365.46,20.0,20.0,,88625.46,88645.46,20.0
204,software developer,"Engineer, Software","T-Mobile USA, Inc.",Bellevue,Washington,130.0,Remote,36.2,,,,,,10361.54,130.0,130.0,,75521.54000000001,75651.54000000001,130.0
205,software developer,SOFTWARE DEVELOPMENT ENGINEER III,American Express Global Business Travel,Chicago,Illinois,90.0,Remote,27.3,18.8%,,,,,8319.68,90.0,90.0,,57459.68,57549.68,90.0
206,software developer,Senior Firmware Engineer I,Neptune Technology Group Inc.,Duluth,Georgia,115.5,Remote,33.6,,,,,,7289.349999999999,115.5,115.5,,67769.35,67884.85,115.5
207,software developer,SAP Programmer,Harry and David,Melrose Park,Illinois,100.0,Remote,27.3,,,,,,8130.368888888888,100.0,100.0,,57270.36888888889,57370.36888888889,100.0
208,software developer,Software Engineer 2,Company Sage,Miami,Florida,137.5,Remote,54.4,15.2%,"$1,218.00",15.28,322.3,83.25,4541.57,137.5,137.5,2649.24,102461.57,102599.07,2786.74
209,software developer,Software Development Engineer II,The Hershey Company,Dallas,Texas,107.0,Remote,40.717857142857156,,,,,,5360.48,107.0,107.0,,78652.62285714288,78759.62285714288,107.0
210,software developer,Entry Level Computer/Software Engineer,Naval Nuclear Laboratory,Niskayuna,New York,78.5,Remote,19.1,,,,,,10428.26606060606,78.5,78.5,,44808.26606060606,44886.76606060606,78.5
211,software developer,Software Engineer (REMOTE),Home Depot / THD,Atlanta,Georgia,136.0,Remote,33.6,18.9%,,,,,7289.35,136.0,136.0,,67769.35,67905.35,136.0
212,software developer,Software Systems Engineer I,Abbott Laboratories,Saint Paul,Minnesota,75.0,Remote,,,"$1,010.00",14.36,304.2,68.66,,75.0,75.0,2374.8,,75.0,2449.8
213,software developer,Data science software developer,Solventum,Murray,Utah,152.5,Remote,26.0,,"$1,090.00",10.99,314.1,69.01,4143.37,152.5,152.5,2015.0400000000002,50943.37,51095.87,2167.54
214,software developer,Software Developer,Responsive Auto Underwriters LLC,Florida,Unknown,,Remote,,,,,,,,,,,,,
215,software developer,Entry Level Software Developer,Amentum,Dahlgren,Virginia,83.0,Remote,,,"$1,257.00",13.97,505.6,86.7,,83.0,83.0,2549.16,,83.0,2632.16
216,software developer,Software Development Engineer II,Propio,Overland Park,Kansas,119.5,Remote,,,,,,,5437.45,119.5,119.5,,,119.5,119.5
217,software developer,Software Engineers,Fusion Plus Solutions Inc.,Edison,New Jersey,107.5,Remote,,,"$1,368.00",17.69,427.8,82.79,10903.23,107.5,107.5,2904.0,,107.5,3011.5
218,software developer,"Software Engineer (JavaScript, Next.js, React)",Complex,New York,New York,127.5,Remote,19.1,,,,,,10831.74,127.5,127.5,,45211.74,45339.24,127.5
219,software developer,Junior Front-End Software Developer,"Modern Technology Solutions, Inc.",Wright Patterson AFB,Ohio,130.0,Remote,21.699999999999996,,,,,,4562.82,130.0,130.0,,43622.81999999999,43752.81999999999,130.0
220,software developer,Software Developer - AI Trainer (Contract),DataAnnotation,Remote,Unknown,20.0,Remote,,,,,,,,20.0,20.0,,,20.0,20.0
221,software developer,C++/Java Software Developer,Parsons,New Jersey,Unknown,172.5,Remote,,,,,,,,172.5,172.5,,,172.5,172.5
222,software developer,Software Development Engineer,Delta Airlines,Atlanta,Georgia,120.0,Remote,33.6,18.9%,,,,,7289.35,120.0,120.0,,67769.35,67889.35,120.0
223,software developer,Software Development Engineer - Front-end,Adobe,San Jose,California,159.5,Remote,61.01875,,,,,,8394.62,159.5,159.5,,118228.37,118387.87,159.5
224,software developer,Software Engineer/Developer,TELCLOUD,San Diego,California,115.0,Remote,43.3,18.8%,,,,,6210.03,115.0,115.0,,84150.03,84265.03,115.0
225,software developer,"Senior Associate, Back-End Engineer",BNY,Pittsburgh,Pennsylvania,105.5,Remote,27.1,19.3%,$958.00,17.02,430.8,84.33,5205.47,105.5,105.5,2850.12,53985.47,54090.97,2955.62
226,software developer,"Software Engineer III - C#, .NET and React",JPMorganChase,Chicago,Illinois,134.5,Remote,27.3,18.8%,,,,,8319.68,134.5,134.5,,57459.68,57594.18,134.5
227,software developer,Full Stack Developer,Schuco USA,New York,New York,125.0,Remote,19.1,,,,,,10831.74,125.0,125.0,,45211.74,45336.74,125.0
228,software developer,Full Stack Developer (Non-Remote),The Personal Injury Hub,Miami,Florida,72.5,Remote,54.4,15.2%,"$1,218.00",15.28,322.3,83.25,4541.57,72.5,72.5,2649.24,102461.57,102534.07,2721.74
229,software developer,UI/UX Front-End Engineer,Dev Technology,Tysons Corner,Virginia,111.5,Remote,,,"$1,257.00",13.97,505.6,86.7,,111.5,111.5,2549.16,,111.5,2660.66
230,software developer,Full Stack Developer,Protalus,Tualatin,Oregon,90.0,Remote,27.899999999999995,,"$1,173.00",14.23,316.9,72.27,6557.06,90.0,90.0,2404.08,56777.05999999998,56867.05999999998,2494.08
231,software developer,Software Engineer,"Richardson Cooling Packages, LLC",New Castle,Pennsylvania,100.0,Remote,28.744444444444444,,$958.00,17.02,430.8,84.33,5933.278888888889,100.0,100.0,2850.12,57673.27888888889,57773.27888888889,2950.12
232,software developer,Tekla Software Developer,Corle Building Systems,Imler,Pennsylvania,120.0,Remote,28.744444444444444,,$958.00,17.02,430.8,84.33,5933.278888888889,120.0,120.0,2850.12,57673.27888888889,57793.27888888889,2970.12
233,software developer,"Engineer, Software","T-Mobile USA, Inc.",Overland Park,Kansas,130.0,Remote,,,,,,,5437.45,130.0,130.0,,,130.0,130.0
234,software developer,Epicor Software Developer,Maxcess,United States,Unknown,,Remote,,,,,,,,,,,,,
235,software developer,"Software Engineer, Fullstack, AI Evaluation",Tesla,Palo Alto,California,192.0,Remote,61.01875,,,,,,9701.970434782608,192.0,192.0,,119535.7204347826,119727.7204347826,192.0
236,software developer,Software Development Engineer in Test (SDET),Aircraft Performance Group,Lone Tree,Colorado,100.0,Remote,31.1,,,,,,5294.943333333334,100.0,100.0,,61274.943333333336,61374.943333333336,100.0
237,software developer,Back End Developer (Mid Level),Appfigures,New York,New York,125.0,Remote,19.1,,,,,,10831.74,125.0,125.0,,45211.74,45336.74,125.0
238,software developer,"Software Engineer (Javascript, Typescript, Node.js, APIs)",Tek Ninjas,Johnston,Iowa,81.5,Remote,,,$806.00,12.15,193.9,75.86,,81.5,81.5,2222.52,,81.5,2304.02
239,software developer,Software Developer - React,The Marlin Alliance,San Diego,California,95.0,Remote,43.3,18.8%,,,,,6210.03,95.0,95.0,,84150.03,84245.03,95.0
240,software developer,Back End Developer- AI Trainer,DataAnnotation,Remote,Unknown,20.0,Remote,,,,,,,,20.0,20.0,,,20.0,20.0
241,software developer,Front-End Web Developer,Storagely,Remote,Unknown,,Remote,,,,,,,,,,,,,
242,software developer,Senior Python Developer (Django),ScienceSoft USA Corporation,McKinney,Texas,,Remote,40.717857142857156,,,,,,8553.3,,,,81845.44285714289,,
243,software developer,.NET Developer,CareLytix LLC,Remote,Unknown,108.0,Remote,,,,,,,,108.0,108.0,,,108.0,108.0
244,software developer,Software Developer - Production Support - I,Firstsource Healthcare,Remote,Unknown,,Remote,,,,,,,,,,,,,
245,software developer,Talkdesk - Backend developer,Clear Debt AI,Remote,Unknown,,Remote,,,,,,,,,,,,,
246,software developer,Software Developer 2 (70125054),LMG Technology Services LLC,Remote,Unknown,,Remote,,,,,,,,,,,,,
247,software developer,Software Technician,Copia Automation,Remote,Unknown,,Remote,,,,,,,,,,,,,
248,software developer,Adobe Full Stack Developer,RS Americas,Fort Worth,Texas,93.0,Remote,40.717857142857156,,,,,,5579.72,93.0,93.0,,78871.86285714289,78964.86285714289,93.0
249,software developer,Software Developer,Link Technologies,Remote,Unknown,,Remote,,,,,,,,,,,,,
250,software developer,Software Developer - AI Trainer,DataAnnotation,Lancaster,California,20.0,Remote,61.01875,,,,,,5893.07,20.0,20.0,,115726.82,115746.82,20.0
251,software developer,Cloud Software Developer,Tactibit Technologies,Silver Spring,Maryland,,Remote,26.7,,"$1,415.00",17.6,506.7,75.44,6001.22,,,2806.08,54061.22,,
252,software developer,Java Developer,Upward Talent,Myrtle Point,Oregon,101.5,Remote,27.899999999999995,,"$1,173.00",14.23,316.9,72.27,6557.06,101.5,101.5,2404.08,56777.05999999998,56878.55999999998,2505.58
253,software developer,Software Developer II,"Navitus Health Solutions, LLC",United States,Unknown,86.5,Remote,,,,,,,,86.5,86.5,,,86.5,86.5
254,software developer,IT Software Application Developer 5 (contract),Boeing,Remote,Unknown,,Remote,,,,,,,,,,,,,
255,software developer,Shopify Plus Developer,DemandPDX,Remote,Unknown,127.5,Remote,,,,,,,,127.5,127.5,,,127.5,127.5
256,software developer,Java Developer,Avum,Remote,Unknown,147.5,Remote,,,,,,,,147.5,147.5,,,147.5,147.5
257,software developer,Pick Database Developer,E-business International Inc,Remote,Unknown,100.5,Remote,,,,,,,,100.5,100.5,,,100.5,100.5
258,software developer,Java Developer,Capgemini,Saint Louis,Missouri,,Remote,,,$843.00,11.43,293.4,72.8,2870.07,,,2108.04,,,
259,software developer,Sr. Software Developer - Navitus,"Navitus Health Solutions, LLC",United States,Unknown,92.0,Remote,,,,,,,,92.0,92.0,,,92.0,92.0
260,software developer,Cloud Infrastructure Software Engineer,Worth AI,Orlando,Florida,120.0,Remote,28.1,16.9%,"$1,218.00",15.28,322.3,83.25,4886.84,120.0,120.0,2649.24,55466.84,55586.84,2769.24
261,software developer,Senior Full Stack Software Engineer,Odeko,Remote,Unknown,150.0,Remote,,,,,,,,150.0,150.0,,,150.0,150.0
262,software developer,Remote Full Stack Developer (C#/SQL),Invenio Search Group,Remote,Unknown,115.0,Remote,,,,,,,,115.0,115.0,,,115.0,115.0
263,software developer,API Developer,Technatomy Corporation,Remote,Unknown,,Remote,,,,,,,,,,,,,
264,software developer,Senior Front-End Developer,NTT DATA,Dallas,Texas,,Remote,40.717857142857156,,,,,,5360.48,,,,78652.62285714288,,
265,software developer,Staff Software Engineer - Remote USA (*eligible states),The RealReal,San Francisco,California,194.0,Remote,70.6,28.8%,,,,,12650.66,194.0,194.0,,139730.66,139924.66,194.0
266,software developer,Senior Software Engineer,"Milestone Systems, Inc.",Portland,Oregon,175.5,Remote,27.9,21.8%,"$1,173.00",14.23,316.9,72.27,6557.06,175.5,175.5,2404.08,56777.06,56952.56,2579.58
267,software developer,Backend Developer (AI & Data Infra),Raiinmaker,Remote,Unknown,86.0,Remote,,,,,,,,86.0,86.0,,,86.0,86.0
268,software developer,Backend Software Engineer - AI Trainer,DataAnnotation,Remote,Unknown,20.0,Remote,,,,,,,,20.0,20.0,,,20.0,20.0
269,software developer,Software Engineer II (Remote),KLDiscovery,United States,Unknown,97.5,Remote,,,,,,,,97.5,97.5,,,97.5,97.5
270,software developer,Software Engineer | Fully Remote (US Only) | Full-Time,Single,United States,Unknown,117.5,Remote,,,,,,,,117.5,117.5,,,117.5,117.5
271,software developer,Sr. Software Engineer,KuberaTech,Mechanicsburg,Pennsylvania,,Remote,28.744444444444444,,$958.00,17.02,430.8,84.33,5933.278888888889,,,2850.12,57673.27888888889,,
272,software developer,Software Engineer,Capio Group,Remote,Unknown,122.5,Remote,,,,,,,,122.5,122.5,,,122.5,122.5
273,software developer,Software/App Developer,Pound Pain,Remote,Unknown,,Remote,,,,,,,,,,,,,
274,software developer,Software Engineer III,Beast Code,United States,Unknown,122.0,Remote,,,,,,,,122.0,122.0,,,122.0,122.0
275,software developer,Software Developer - AI Trainer,DataAnnotation,Mount Vernon,New York,20.0,Remote,19.1,,,,,,10428.26606060606,20.0,20.0,,44808.26606060606,44828.26606060606,20.0
276,software developer,Full Stack Software Engineer - Backend Focus,Elevation Proving Grounds,Remote,Unknown,110.0,Remote,,,,,,,,110.0,110.0,,,110.0,110.0
277,software developer,Sr. Software Engineer,Amwell,Boston,Massachusetts,151.0,Remote,53.3,17.0%,"$1,336.00",29.25,401.2,93.6,8589.18,151.0,151.0,4282.2,104529.18,104680.18,4433.2
278,software developer,Senior Frontend Engineer,Odeko,Remote,Unknown,150.0,Remote,,,,,,,,150.0,150.0,,,150.0,150.0
279,software developer,Software Engineer,"Osprey Software, Inc",Remote,Unknown,130.0,Remote,,,,,,,,130.0,130.0,,,130.0,130.0
280,software developer,Full Stack Developer,V Shred,Remote,Unknown,125.0,Remote,,,,,,,,125.0,125.0,,,125.0,125.0
281,software developer,"Senior Software Engineer, Device Management - United States",JumpCloud,Salt Lake City,Utah,160.0,Remote,26.0,24.2%,"$1,090.00",10.99,314.1,69.01,4143.37,160.0,160.0,2015.0400000000002,50943.37,51103.37,2175.04
282,software developer,Software Engineer,Internet Archive,United States,Unknown,107.5,Remote,,,,,,,,107.5,107.5,,,107.5,107.5
283,software developer,Senior Software Engineer - Java,TreviPay,Overland Park,Kansas,138.0,Remote,,,,,,,5437.45,138.0,138.0,,,138.0,138.0
284,software developer,"Software Developer, API",Spokeo,Pasadena,California,130.0,Remote,61.01875,,,,,,9701.970434782608,130.0,130.0,,119535.7204347826,119665.7204347826,130.0
285,software developer,Software Engineer,Britive,San Francisco,California,,Remote,70.6,28.8%,,,,,12650.66,,,,139730.66,,
286,software developer,Senior Software Engineer,WaveXR,Remote,Unknown,125.0,Remote,,,,,,,,125.0,125.0,,,125.0,125.0
287,software developer,Software Engineer,Arkatechture,Remote,Unknown,,Remote,,,,,,,,,,,,,
288,software developer,Full Stack Software Engineer,Brale,Iowa,Unknown,,Remote,,,,,,,,,,,,,
289,software developer,Software Engineer III,C.H. Robinson,Missouri,Unknown,162.5,Remote,,,,,,,,162.5,162.5,,,162.5,162.5
290,software developer,Software Engineer - Backend (Remote - US),BNSF Railway,Remote,Unknown,150.0,Remote,,,,,,,,150.0,150.0,,,150.0,150.0
291,software developer,Lead Software Engineer (Remote),ECP,Milwaukee,Wisconsin,92.0,Remote,20.2,23.9%,,,,,3992.97,92.0,92.0,,40352.97,40444.97,92.0
292,software developer,"Software Engineer, Connectors",Redpanda Data,Remote,Unknown,205.0,Remote,,,,,,,,205.0,205.0,,,205.0,205.0
293,software developer,Software Engineer (Full Stack),CoreBridge,United States,Unknown,70.0,Remote,,,,,,,,70.0,70.0,,,70.0,70.0
294,software developer,Senior Full Stack Java Developer / Remote,The Maxis Group,Remote,Unknown,,Remote,,,,,,,,,,,,,
295,software developer,Software Engineer,Frontline Wildfire Defense,California,Unknown,130.0,Remote,,,,,,,,130.0,130.0,,,130.0,130.0
296,software developer,"Sr. Software Engineer - Front End, Remote",Internet 2,United States,Unknown,144.0,Remote,,,,,,,,144.0,144.0,,,144.0,144.0
297,software developer,Software Engineer,Committed Coaches,Remote,Unknown,125.5,Remote,,,,,,,,125.5,125.5,,,125.5,125.5
298,software developer,Software Engineer II - Frontend,kraken,United States,Unknown,143.0,Remote,,,,,,,,143.0,143.0,,,143.0,143.0
299,software developer,Full Stack AEM Developer (work from home),American Red Cross,Washington,,110.0,Remote,,18.5%,,,,,,110.0,110.0,,,110.0,110.0
300,software developer,Staff Software Engineer (Backend),"Guideline, Inc.",Remote,Unknown,215.0,Remote,,,,,,,,215.0,215.0,,,215.0,215.0
301,software developer,Software Developer Lead,Progressive,Remote,Unknown,139.0,Remote,,,,,,,,139.0,139.0,,,139.0,139.0
302,software developer,Software Engineer,Capgemini,Madison,Wisconsin,,Remote,20.2,17.5%,,,,,4673.91,,,,41033.91,,
303,software developer,Senior Software Developer (contract),Pfizer,Remote,Unknown,,Remote,,,,,,,,,,,,,
304,software developer,Senior Python Engineer,Siemens,Portland,Oregon,147.0,Remote,27.9,21.8%,"$1,173.00",14.23,316.9,72.27,6557.06,147.0,147.0,2404.08,56777.06,56924.06,2551.08
305,software developer,Software Developer - AI Trainer,DataAnnotation,Troy,New York,20.0,Remote,19.1,,,,,,10428.26606060606,20.0,20.0,,44808.26606060606,44828.26606060606,20.0
306,software developer,Senior Software Engineer (REMOTE),Home Depot / THD,Atlanta,Georgia,160.0,Remote,33.6,18.9%,,,,,7289.35,160.0,160.0,,67769.35,67929.35,160.0
307,software developer,API Engineer- Micro-Services,"Guidewire Software, Inc.",Remote,Unknown,190.5,Remote,,,,,,,,190.5,190.5,,,190.5,190.5
308,software developer,Full-Stack Senior Software Engineer,Parsons,Remote,Unknown,149.5,Remote,,,,,,,,149.5,149.5,,,149.5,149.5
309,software developer,Frontend Software Engineer - AI Trainer,DataAnnotation,Springfield,Illinois,20.0,Remote,27.3,,,,,,8130.368888888888,20.0,20.0,,57270.36888888889,57290.36888888889,20.0
310,software developer,Full Stack Java Software Engineer - Remote,"Kunz, Leigh & Associates",Remote,Unknown,95.0,Remote,,,,,,,,95.0,95.0,,,95.0,95.0
311,software developer,Managing Engineer (Software/Java),Allstate,Remote,Unknown,133.5,Remote,,,,,,,,133.5,133.5,,,133.5,133.5
312,software developer,Full Stack Developer- AI Trainer,DataAnnotation,Baton Rouge,Louisiana,20.0,Remote,,,,,,,3786.25,20.0,20.0,,,20.0,20.0
313,software developer,Software Engineer (Remote),Home Depot / THD,Atlanta,Georgia,152.5,Remote,33.6,18.9%,,,,,7289.35,152.5,152.5,,67769.35,67921.85,152.5
314,software developer,Senior Software Engineer (Full Stack),CVS Health,Austin,Texas,177.5,Remote,45.7,27.9%,,,,,6365.46,177.5,177.5,,88625.46,88802.96,177.5
315,software developer,"Software Engineer, Frontend (Consumer - New Product Verticals)",Coinbase,Remote,Unknown,161.0,Remote,,,,,,,,161.0,161.0,,,161.0,161.0
316,software developer,Software Developer,Modoc Tribal Enterprises Authority,Remote,Unknown,84.5,Remote,,,,,,,,84.5,84.5,,,84.5,84.5
317,software developer,Staff Software Engineer (Remote),Home Depot / THD,Atlanta,Georgia,197.5,Remote,33.6,18.9%,,,,,7289.35,197.5,197.5,,67769.35,67966.85,197.5
318,software developer,Sr. Web Developer II (Remote),CrowdStrike,Remote,Unknown,180.0,Remote,,,,,,,,180.0,180.0,,,180.0,180.0
319,software developer,"Software Engineer, Accounts Team","Block, Inc.",San Francisco,California,167.0,Remote,70.6,28.8%,,,,,12650.66,167.0,167.0,,139730.66,139897.66,167.0
320,software developer,Software Engineer III (Remote),Patterson,Amarillo,Texas,120.0,Remote,40.717857142857156,,,,,,3622.81,120.0,120.0,,76914.95285714288,77034.95285714288,120.0
321,software developer,Software Engineer II (Traffic Engineering),Affirm,Remote,Unknown,167.0,Remote,,,,,,,,167.0,167.0,,,167.0,167.0
322,software developer,Software Engineer III,CVS Health,Austin,Texas,139.0,Remote,45.7,27.9%,,,,,6365.46,139.0,139.0,,88625.46,88764.46,139.0
323,software developer,"Senior Software Engineer, Device Management - United States",Jumpcloud,Lake City,Kansas,160.0,Remote,,,,,,,5437.45,160.0,160.0,,,160.0,160.0
324,software developer,Senior Software Engineer,Rebrandly,United States,Unknown,,Remote,,,,,,,,,,,,,
325,software developer,Staff Software Engineer,Vetsource,Remote,Unknown,144.5,Remote,,,,,,,,144.5,144.5,,,144.5,144.5
326,software developer,Senior Software Engineer,Certara,Remote,Unknown,,Remote,,,,,,,,,,,,,
327,software developer,Sr. Software Engineer (Remote),Home Depot / THD,Atlanta,Georgia,157.5,Remote,33.6,18.9%,,,,,7289.35,157.5,157.5,,67769.35,67926.85,157.5
328,software developer,Software Engineer Manager - Database Reliability Engineering (Remote),Home Depot / THD,Atlanta,Georgia,190.0,Remote,33.6,18.9%,,,,,7289.35,190.0,190.0,,67769.35,67959.35,190.0
329,software developer,Lead Software Developer (.NET),Zachary Piper LLC,Remote,Unknown,160.0,Remote,,,,,,,,160.0,160.0,,,160.0,160.0
330,software developer,Software Developer - AI Trainer,DataAnnotation,Albany,New York,20.0,Remote,19.1,13.9%,,,,,10428.26606060606,20.0,20.0,,44808.26606060606,44828.26606060606,20.0
